sheet,cell,formula_or_literal,resolved_value
Day 2B - Match 8,I63,"=IF(AND(ISNUMBER(I60),ISNUMBER(I61)),I60-I61-I62,"" "")",7
Day 2B - Match 8,J63,"=IF(AND(ISNUMBER(J60),ISNUMBER(J61)),J60-J61-J62,"" "")",5
Day 2B - Match 8,K63,"=IF(ISNUMBER(FIND(""Wins"",K64)), 2, IF(ISNUMBER(FIND(""Tie"",K64)), 1, 0))",0
Day 2B - Match 8,B64,"=IF(AND(ISNUMBER(B57),ISNUMBER(B63)),IF(B63<B57, 0+1, (IF(B63>B57, 0-1, 0))),"" "")",1
Day 2B - Match 8,C64,"=IF(AND(ISNUMBER(C57),ISNUMBER(C63)),IF(C63<C57, +B64+1, (IF(C63>C57, +B64-1, +B64))),"" "")",1
Day 2B - Match 8,D64,"=IF(AND(ISNUMBER(D57),ISNUMBER(D63)),IF(D63<D57, +C64+1, (IF(D63>D57, +C64-1, +C64))),"" "")",0
Day 2B - Match 8,E64,"=IF(AND(ISNUMBER(E57),ISNUMBER(E63)),IF(E63<E57, +D64+1, (IF(E63>E57, +D64-1, +D64))),"" "")",1
Day 2B - Match 8,F64,"=IF(AND(ISNUMBER(F57),ISNUMBER(F63)),IF(F63<F57, +E64+1, (IF(F63>F57, +E64-1, +E64))),"" "")",0
Day 2B - Match 8,G64,"=IF(AND(ISNUMBER(G57),ISNUMBER(G63)),IF(G63<G57, +F64+1, (IF(G63>G57, +F64-1, +F64))),"" "")",-1
Day 2B - Match 8,H64,"=IF(AND(ISNUMBER(H57),ISNUMBER(H63)),IF(H63<H57, +G64+1, (IF(H63>H57, +G64-1, +G64))),"" "")",-1
Day 2B - Match 8,I64,"=IF(AND(ISNUMBER(I57),ISNUMBER(I63)),IF(I63<I57, +H64+1, (IF(I63>I57, +H64-1, +H64))),"" "")",-2
Day 2B - Match 8,J64,"=IF(AND(ISNUMBER(J57),ISNUMBER(J63)),IF(J63<J57, +I64+1, (IF(J63>J57, +I64-1, +I64))),"" "")",-2
Day 2B - Match 8,K64,"=IF(ISNUMBER(J64),IF(F64>4,""Wins "" & F64 & "" & 4"",IF(G64>3,""Wins "" & G64 & "" & 3"",IF(H64>2,""Wins "" & H64 & "" & 2"",IF(I64>1,""Wins "" & I64 & "" & 1"",IF(J64>J58,""Wins "" & J64 & "" Up"",IF(J64<J58,""Loss"",""Tie"")))))),"" "")",Loss
Day 2B - Match 8,A66,Match 3,Match 3
Day 2B - Match 8,A67,=A14,Bob
Day 2B - Match 8,B67,=B14,4
Day 2B - Match 8,C67,=C14,6
Day 2B - Match 8,D67,=D14,7
Day 2B - Match 8,E67,=E14,6
Day 2B - Match 8,F67,=F14,6
Day 2B - Match 8,G67,=G14,7
Day 2B - Match 8,H67,=H14,5
Day 2B - Match 8,I67,=I14,6
Day 2B - Match 8,J67,=J14,4
Day 2B - Match 8,K67,=SUM(B67:J67),51
Day 2B - Match 8,A68,=A15,10
Day 2B - Match 8,B68,"=IF(AND(ISNUMBER($A68),ISNUMBER($A74)),IF((RANK(B$4,$B$4:$J$4,1))<=($A68-$A74),1,0),"""")",1
Day 2B - Match 8,C68,"=IF(AND(ISNUMBER($A68),ISNUMBER($A74)),IF((RANK(C$4,$B$4:$J$4,1))<=($A68-$A74),1,0),"""")",0
Day 2B - Match 8,D68,"=IF(AND(ISNUMBER($A68),ISNUMBER($A74)),IF((RANK(D$4,$B$4:$J$4,1))<=($A68-$A74),1,0),"""")",1
Day 2B - Match 8,E68,"=IF(AND(ISNUMBER($A68),ISNUMBER($A74)),IF((RANK(E$4,$B$4:$J$4,1))<=($A68-$A74),1,0),"""")",1
Day 2B - Match 8,F68,"=IF(AND(ISNUMBER($A68),ISNUMBER($A74)),IF((RANK(F$4,$B$4:$J$4,1))<=($A68-$A74),1,0),"""")",0
Day 2B - Match 8,G68,"=IF(AND(ISNUMBER($A68),ISNUMBER($A74)),IF((RANK(G$4,$B$4:$J$4,1))<=($A68-$A74),1,0),"""")",0
Day 2B - Match 8,H68,"=IF(AND(ISNUMBER($A68),ISNUMBER($A74)),IF((RANK(H$4,$B$4:$J$4,1))<=($A68-$A74),1,0),"""")",0
Day 2B - Match 8,I68,"=IF(AND(ISNUMBER($A68),ISNUMBER($A74)),IF((RANK(I$4,$B$4:$J$4,1))<=($A68-$A74),1,0),"""")",1
Day 2B - Match 8,J68,"=IF(AND(ISNUMBER($A68),ISNUMBER($A74)),IF((RANK(J$4,$B$4:$J$4,1))<=($A68-$A74),1,0),"""")",0
Day 2B - Match 8,K68,=SUM(B68:J68),4
Day 2B - Match 8,A69,"=IF((A68-A74)>9,(A68-A74-9),0)",0
Day 2B - Match 8,B69,"=IF(AND(ISNUMBER($A69),ISNUMBER($A75)),IF((RANK(B$4,$B$4:$J$4,1))<=($A69-$A75),1,0),"""")",0
Day 2B - Match 8,C69,"=IF(AND(ISNUMBER($A69),ISNUMBER($A75)),IF((RANK(C$4,$B$4:$J$4,1))<=($A69-$A75),1,0),"""")",0
Day 2B - Match 8,D69,"=IF(AND(ISNUMBER($A69),ISNUMBER($A75)),IF((RANK(D$4,$B$4:$J$4,1))<=($A69-$A75),1,0),"""")",0
Day 2B - Match 8,E69,"=IF(AND(ISNUMBER($A69),ISNUMBER($A75)),IF((RANK(E$4,$B$4:$J$4,1))<=($A69-$A75),1,0),"""")",0
Day 2B - Match 8,F69,"=IF(AND(ISNUMBER($A69),ISNUMBER($A75)),IF((RANK(F$4,$B$4:$J$4,1))<=($A69-$A75),1,0),"""")",0
Day 2B - Match 8,G69,"=IF(AND(ISNUMBER($A69),ISNUMBER($A75)),IF((RANK(G$4,$B$4:$J$4,1))<=($A69-$A75),1,0),"""")",0
Day 2B - Match 8,H69,"=IF(AND(ISNUMBER($A69),ISNUMBER($A75)),IF((RANK(H$4,$B$4:$J$4,1))<=($A69-$A75),1,0),"""")",0
Day 2B - Match 8,I69,"=IF(AND(ISNUMBER($A69),ISNUMBER($A75)),IF((RANK(I$4,$B$4:$J$4,1))<=($A69-$A75),1,0),"""")",0
Day 2B - Match 8,J69,"=IF(AND(ISNUMBER($A69),ISNUMBER($A75)),IF((RANK(J$4,$B$4:$J$4,1))<=($A69-$A75),1,0),"""")",0
Day 2B - Match 8,K69,=SUM(B69:J69),0
Day 2B - Match 8,B70,"=IF(AND(ISNUMBER(B67),ISNUMBER(B68)),B67-B68-B69,"" "")",3
Day 2B - Match 8,C70,"=IF(AND(ISNUMBER(C67),ISNUMBER(C68)),C67-C68-C69,"" "")",6
Day 2B - Match 8,D70,"=IF(AND(ISNUMBER(D67),ISNUMBER(D68)),D67-D68-D69,"" "")",6
Day 2B - Match 8,E70,"=IF(AND(ISNUMBER(E67),ISNUMBER(E68)),E67-E68-E69,"" "")",5
Day 2B - Match 8,F70,"=IF(AND(ISNUMBER(F67),ISNUMBER(F68)),F67-F68-F69,"" "")",6
Day 2B - Match 8,G70,"=IF(AND(ISNUMBER(G67),ISNUMBER(G68)),G67-G68-G69,"" "")",7
Day 2B - Match 8,H70,"=IF(AND(ISNUMBER(H67),ISNUMBER(H68)),H67-H68-H69,"" "")",5
Day 2B - Match 8,I70,"=IF(AND(ISNUMBER(I67),ISNUMBER(I68)),I67-I68-I69,"" "")",5
Day 2B - Match 8,J70,"=IF(AND(ISNUMBER(J67),ISNUMBER(J68)),J67-J68-J69,"" "")",4
Day 2B - Match 8,K70,"=IF(ISNUMBER(FIND(""Wins"",K71)), 2, IF(ISNUMBER(FIND(""Tie"",K71)), 1, 0))",0
Day 2B - Match 8,B71,"=IF(AND(ISNUMBER(B70),ISNUMBER(B76)),IF(B70<B76, 0+1, (IF(B70>B76, 0-1, 0))),"" "")",1
Day 2B - Match 8,C71,"=IF(AND(ISNUMBER(C70),ISNUMBER(C76)),IF(C70<C76, +B71+1, (IF(C70>C76, +B71-1, +B71))),"" "")",0
Day 2B - Match 8,D71,"=IF(AND(ISNUMBER(D70),ISNUMBER(D76)),IF(D70<D76, +C71+1, (IF(D70>D76, +C71-1, +C71))),"" "")",-1
Day 2B - Match 8,E71,"=IF(AND(ISNUMBER(E70),ISNUMBER(E76)),IF(E70<E76, +D71+1, (IF(E70>E76, +D71-1, +D71))),"" "")",-2
Day 2B - Match 8,F71,"=IF(AND(ISNUMBER(F70),ISNUMBER(F76)),IF(F70<F76, +E71+1, (IF(F70>F76, +E71-1, +E71))),"" "")",-2
Day 2B - Match 8,G71,"=IF(AND(ISNUMBER(G70),ISNUMBER(G76)),IF(G70<G76, +F71+1, (IF(G70>G76, +F71-1, +F71))),"" "")",-3
Day 2B - Match 8,H71,"=IF(AND(ISNUMBER(H70),ISNUMBER(H76)),IF(H70<H76, +G71+1, (IF(H70>H76, +G71-1, +G71))),"" "")",-4
Day 2B - Match 8,I71,"=IF(AND(ISNUMBER(I70),ISNUMBER(I76)),IF(I70<I76, +H71+1, (IF(I70>I76, +H71-1, +H71))),"" "")",-4
Day 2B - Match 8,J71,"=IF(AND(ISNUMBER(J70),ISNUMBER(J76)),IF(J70<J76, +I71+1, (IF(J70>J76, +I71-1, +I71))),"" "")",-3
Day 2B - Match 8,K71,"=IF(ISNUMBER(J71),IF(F71>4,""Wins "" & F71 & "" & 4"",IF(G71>3,""Wins "" & G71 & "" & 3"",IF(H71>2,""Wins "" & H71 & "" & 2"",IF(I71>1,""Wins "" & I71 & "" & 1"",IF(J71>J77,""Wins "" & J71 & "" Up"",IF(J71<J77,""Loss"",""Tie"")))))),"" "")",Loss
Day 2B - Match 8,A73,=A18,Brian P
Day 2B - Match 8,B73,=B18,6
Day 2B - Match 8,C73,=C18,5
Day 2B - Match 8,D73,=D18,5
Day 2B - Match 8,E73,=E18,4
Day 2B - Match 8,F73,=F18,6
Day 2B - Match 8,G73,=G18,6
Day 2B - Match 8,H73,=H18,3
Day 2B - Match 8,I73,=I18,5
Day 2B - Match 8,J73,=J18,7
Day 2B - Match 8,K73,=SUM(B73:J73),47
Day 2B - Match 8,A74,=A19,6
Day 2B - Match 8,B74,"=IF(AND(ISNUMBER($A68),ISNUMBER($A74)),IF((RANK(B$4,$B$4:$J$4,1))<=($A74-$A68),1,0),"""")",0
Day 2B - Match 8,C74,"=IF(AND(ISNUMBER($A68),ISNUMBER($A74)),IF((RANK(C$4,$B$4:$J$4,1))<=($A74-$A68),1,0),"""")",0
Day 2B - Match 8,D74,"=IF(AND(ISNUMBER($A68),ISNUMBER($A74)),IF((RANK(D$4,$B$4:$J$4,1))<=($A74-$A68),1,0),"""")",0
Day 2B - Match 8,E74,"=IF(AND(ISNUMBER($A68),ISNUMBER($A74)),IF((RANK(E$4,$B$4:$J$4,1))<=($A74-$A68),1,0),"""")",0
Day 2B - Match 8,F74,"=IF(AND(ISNUMBER($A68),ISNUMBER($A74)),IF((RANK(F$4,$B$4:$J$4,1))<=($A74-$A68),1,0),"""")",0
Day 2B - Match 8,G74,"=IF(AND(ISNUMBER($A68),ISNUMBER($A74)),IF((RANK(G$4,$B$4:$J$4,1))<=($A74-$A68),1,0),"""")",0
Day 2B - Match 8,H74,"=IF(AND(ISNUMBER($A68),ISNUMBER($A74)),IF((RANK(H$4,$B$4:$J$4,1))<=($A74-$A68),1,0),"""")",0
Day 2B - Match 8,I74,"=IF(AND(ISNUMBER($A68),ISNUMBER($A74)),IF((RANK(I$4,$B$4:$J$4,1))<=($A74-$A68),1,0),"""")",0
Day 2B - Match 8,J74,"=IF(AND(ISNUMBER($A68),ISNUMBER($A74)),IF((RANK(J$4,$B$4:$J$4,1))<=($A74-$A68),1,0),"""")",0
Day 2B - Match 8,K74,=SUM(B74:J74),0
Day 2B - Match 8,A75,"=IF((A74-A68)>9,(A74-A68-9),0)",0
Day 2B - Match 8,B75,"=IF(AND(ISNUMBER($A69),ISNUMBER($A75)),IF((RANK(B$4,$B$4:$J$4,1))<=($A75-$A69),1,0),"""")",0
Day 2B - Match 8,C75,"=IF(AND(ISNUMBER($A69),ISNUMBER($A75)),IF((RANK(C$4,$B$4:$J$4,1))<=($A75-$A69),1,0),"""")",0
Day 2B - Match 8,D75,"=IF(AND(ISNUMBER($A69),ISNUMBER($A75)),IF((RANK(D$4,$B$4:$J$4,1))<=($A75-$A69),1,0),"""")",0
Day 2B - Match 8,E75,"=IF(AND(ISNUMBER($A69),ISNUMBER($A75)),IF((RANK(E$4,$B$4:$J$4,1))<=($A75-$A69),1,0),"""")",0
Day 2B - Match 8,F75,"=IF(AND(ISNUMBER($A69),ISNUMBER($A75)),IF((RANK(F$4,$B$4:$J$4,1))<=($A75-$A69),1,0),"""")",0
Day 2B - Match 8,G75,"=IF(AND(ISNUMBER($A69),ISNUMBER($A75)),IF((RANK(G$4,$B$4:$J$4,1))<=($A75-$A69),1,0),"""")",0
Day 2B - Match 8,H75,"=IF(AND(ISNUMBER($A69),ISNUMBER($A75)),IF((RANK(H$4,$B$4:$J$4,1))<=($A75-$A69),1,0),"""")",0
Day 2B - Match 8,I75,"=IF(AND(ISNUMBER($A69),ISNUMBER($A75)),IF((RANK(I$4,$B$4:$J$4,1))<=($A75-$A69),1,0),"""")",0
Day 2B - Match 8,J75,"=IF(AND(ISNUMBER($A69),ISNUMBER($A75)),IF((RANK(J$4,$B$4:$J$4,1))<=($A75-$A69),1,0),"""")",0
Day 2B - Match 8,K75,=SUM(B75:J75),0
Day 2B - Match 8,B76,"=IF(AND(ISNUMBER(B73),ISNUMBER(B74)),B73-B74-B75,"" "")",6
Day 2B - Match 8,C76,"=IF(AND(ISNUMBER(C73),ISNUMBER(C74)),C73-C74-C75,"" "")",5
Day 2B - Match 8,D76,"=IF(AND(ISNUMBER(D73),ISNUMBER(D74)),D73-D74-D75,"" "")",5
Day 2B - Match 8,E76,"=IF(AND(ISNUMBER(E73),ISNUMBER(E74)),E73-E74-E75,"" "")",4
Day 2B - Match 8,F76,"=IF(AND(ISNUMBER(F73),ISNUMBER(F74)),F73-F74-F75,"" "")",6
Day 2B - Match 8,G76,"=IF(AND(ISNUMBER(G73),ISNUMBER(G74)),G73-G74-G75,"" "")",6
Day 2B - Match 8,H76,"=IF(AND(ISNUMBER(H73),ISNUMBER(H74)),H73-H74-H75,"" "")",3
Day 2B - Match 8,I76,"=IF(AND(ISNUMBER(I73),ISNUMBER(I74)),I73-I74-I75,"" "")",5
Day 2B - Match 8,J76,"=IF(AND(ISNUMBER(J73),ISNUMBER(J74)),J73-J74-J75,"" "")",7
Day 2B - Match 8,K76,"=IF(ISNUMBER(FIND(""Wins"",K77)), 2, IF(ISNUMBER(FIND(""Tie"",K77)), 1, 0))",2
Day 2B - Match 8,B77,"=IF(AND(ISNUMBER(B70),ISNUMBER(B76)),IF(B76<B70, 0+1, (IF(B76>B70, 0-1, 0))),"" "")",-1
Day 2B - Match 8,C77,"=IF(AND(ISNUMBER(C70),ISNUMBER(C76)),IF(C76<C70, +B77+1, (IF(C76>C70, +B77-1, +B77))),"" "")",0
Day 2B - Match 8,D77,"=IF(AND(ISNUMBER(D70),ISNUMBER(D76)),IF(D76<D70, +C77+1, (IF(D76>D70, +C77-1, +C77))),"" "")",1
Day 2B - Match 8,E77,"=IF(AND(ISNUMBER(E70),ISNUMBER(E76)),IF(E76<E70, +D77+1, (IF(E76>E70, +D77-1, +D77))),"" "")",2
Day 2B - Match 8,F77,"=IF(AND(ISNUMBER(F70),ISNUMBER(F76)),IF(F76<F70, +E77+1, (IF(F76>F70, +E77-1, +E77))),"" "")",2
Day 2B - Match 8,G77,"=IF(AND(ISNUMBER(G70),ISNUMBER(G76)),IF(G76<G70, +F77+1, (IF(G76>G70, +F77-1, +F77))),"" "")",3
Day 2B - Match 8,H77,"=IF(AND(ISNUMBER(H70),ISNUMBER(H76)),IF(H76<H70, +G77+1, (IF(H76>H70, +G77-1, +G77))),"" "")",4
Day 2B - Match 8,I77,"=IF(AND(ISNUMBER(I70),ISNUMBER(I76)),IF(I76<I70, +H77+1, (IF(I76>I70, +H77-1, +H77))),"" "")",4
Day 2B - Match 8,J77,"=IF(AND(ISNUMBER(J70),ISNUMBER(J76)),IF(J76<J70, +I77+1, (IF(J76>J70, +I77-1, +I77))),"" "")",3
Day 2B - Match 8,K77,"=IF(ISNUMBER(J77),IF(F77>4,""Wins "" & F77 & "" & 4"",IF(G77>3,""Wins "" & G77 & "" & 3"",IF(H77>2,""Wins "" & H77 & "" & 2"",IF(I77>1,""Wins "" & I77 & "" & 1"",IF(J77>J71,""Wins "" & J77 & "" Up"",IF(J77<J71,""Loss"",""Tie"")))))),"" "")",Wins 4 & 2
Day 2B - Match 8,A79,Match 4,Match 4
Day 2B - Match 8,A80,=A16,Dave
Day 2B - Match 8,B80,=B16,4
Day 2B - Match 8,C80,=C16,4
Day 2B - Match 8,D80,=D16,5
Day 2B - Match 8,E80,=E16,5
Day 2B - Match 8,F80,=F16,8
Day 2B - Match 8,G80,=G16,4
Day 2B - Match 8,H80,=H16,4
Day 2B - Match 8,I80,=I16,6
Day 2B - Match 8,J80,=J16,5
Day 2B - Match 8,K80,=SUM(B80:J80),45
Day 2B - Match 8,A81,=A17,5
Day 2B - Match 8,B81,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(B$4,$B$4:$J$4,1))<=($A81-$A87),1,0),"""")",0
Day 2B - Match 8,C81,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(C$4,$B$4:$J$4,1))<=($A81-$A87),1,0),"""")",0
Day 2B - Match 8,D81,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(D$4,$B$4:$J$4,1))<=($A81-$A87),1,0),"""")",0
Day 2B - Match 8,E81,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(E$4,$B$4:$J$4,1))<=($A81-$A87),1,0),"""")",0
Day 2B - Match 8,F81,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(F$4,$B$4:$J$4,1))<=($A81-$A87),1,0),"""")",0
Day 2B - Match 8,G81,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(G$4,$B$4:$J$4,1))<=($A81-$A87),1,0),"""")",0
Day 2B - Match 8,H81,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(H$4,$B$4:$J$4,1))<=($A81-$A87),1,0),"""")",0
Day 2B - Match 8,I81,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(I$4,$B$4:$J$4,1))<=($A81-$A87),1,0),"""")",0
Day 2B - Match 8,J81,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(J$4,$B$4:$J$4,1))<=($A81-$A87),1,0),"""")",0
Day 2B - Match 8,K81,=SUM(B81:J81),0
Day 2B - Match 8,A82,"=IF((A81-A87)>9,(A81-A87-9),0)",0
Day 2B - Match 8,B82,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(B$4,$B$4:$J$4,1))<=($A82-$A88),1,0),"""")",0
Day 2B - Match 8,C82,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(C$4,$B$4:$J$4,1))<=($A82-$A88),1,0),"""")",0
Day 2B - Match 8,D82,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(D$4,$B$4:$J$4,1))<=($A82-$A88),1,0),"""")",0
Day 2B - Match 8,E82,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(E$4,$B$4:$J$4,1))<=($A82-$A88),1,0),"""")",0
Day 2B - Match 8,F82,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(F$4,$B$4:$J$4,1))<=($A82-$A88),1,0),"""")",0
Day 2B - Match 8,G82,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(G$4,$B$4:$J$4,1))<=($A82-$A88),1,0),"""")",0
Day 2B - Match 8,H82,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(H$4,$B$4:$J$4,1))<=($A82-$A88),1,0),"""")",0
Day 2B - Match 8,I82,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(I$4,$B$4:$J$4,1))<=($A82-$A88),1,0),"""")",0
Day 2B - Match 8,J82,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(J$4,$B$4:$J$4,1))<=($A82-$A88),1,0),"""")",0
Day 2B - Match 8,K82,=SUM(B82:J82),0
Day 2B - Match 8,B83,"=IF(AND(ISNUMBER(B80),ISNUMBER(B81)),B80-B81-B82,"" "")",4
Day 2B - Match 8,C83,"=IF(AND(ISNUMBER(C80),ISNUMBER(C81)),C80-C81-C82,"" "")",4
Day 2B - Match 8,D83,"=IF(AND(ISNUMBER(D80),ISNUMBER(D81)),D80-D81-D82,"" "")",5
Day 2B - Match 8,E83,"=IF(AND(ISNUMBER(E80),ISNUMBER(E81)),E80-E81-E82,"" "")",5
Day 2B - Match 8,F83,"=IF(AND(ISNUMBER(F80),ISNUMBER(F81)),F80-F81-F82,"" "")",8
Day 2B - Match 8,G83,"=IF(AND(ISNUMBER(G80),ISNUMBER(G81)),G80-G81-G82,"" "")",4
Day 2B - Match 8,H83,"=IF(AND(ISNUMBER(H80),ISNUMBER(H81)),H80-H81-H82,"" "")",4
Day 2B - Match 8,I83,"=IF(AND(ISNUMBER(I80),ISNUMBER(I81)),I80-I81-I82,"" "")",6
Day 2B - Match 8,J83,"=IF(AND(ISNUMBER(J80),ISNUMBER(J81)),J80-J81-J82,"" "")",5
Day 2B - Match 8,K83,"=IF(ISNUMBER(FIND(""Wins"",K84)), 2, IF(ISNUMBER(FIND(""Tie"",K84)), 1, 0))",2
Day 2B - Match 8,B84,"=IF(AND(ISNUMBER(B83),ISNUMBER(B89)),IF(B83<B89, 0+1, (IF(B83>B89, 0-1, 0))),"" "")",1
Day 2B - Match 8,C84,"=IF(AND(ISNUMBER(C83),ISNUMBER(C89)),IF(C83<C89, +B84+1, (IF(C83>C89, +B84-1, +B84))),"" "")",2
Day 2B - Match 8,D84,"=IF(AND(ISNUMBER(D83),ISNUMBER(D89)),IF(D83<D89, +C84+1, (IF(D83>D89, +C84-1, +C84))),"" "")",3
Day 2B - Match 8,E84,"=IF(AND(ISNUMBER(E83),ISNUMBER(E89)),IF(E83<E89, +D84+1, (IF(E83>E89, +D84-1, +D84))),"" "")",4
Day 2B - Match 8,F84,"=IF(AND(ISNUMBER(F83),ISNUMBER(F89)),IF(F83<F89, +E84+1, (IF(F83>F89, +E84-1, +E84))),"" "")",5
Day 2B - Match 8,G84,"=IF(AND(ISNUMBER(G83),ISNUMBER(G89)),IF(G83<G89, +F84+1, (IF(G83>G89, +F84-1, +F84))),"" "")",4
Day 2B - Match 8,H84,"=IF(AND(ISNUMBER(H83),ISNUMBER(H89)),IF(H83<H89, +G84+1, (IF(H83>H89, +G84-1, +G84))),"" "")",5
Day 2B - Match 8,I84,"=IF(AND(ISNUMBER(I83),ISNUMBER(I89)),IF(I83<I89, +H84+1, (IF(I83>I89, +H84-1, +H84))),"" "")",6
Day 2B - Match 8,J84,"=IF(AND(ISNUMBER(J83),ISNUMBER(J89)),IF(J83<J89, +I84+1, (IF(J83>J89, +I84-1, +I84))),"" "")",7
Day 2B - Match 8,K84,"=IF(ISNUMBER(J84),IF(F84>4,""Wins "" & F84 & "" & 4"",IF(G84>3,""Wins "" & G84 & "" & 3"",IF(H84>2,""Wins "" & H84 & "" & 2"",IF(I84>1,""Wins "" & I84 & "" & 1"",IF(J84>J90,""Wins "" & J84 & "" Up"",IF(J84<J90,""Loss"",""Tie"")))))),"" "")",Wins 5 & 4
Day 2B - Match 8,A86,=A20,Manny
Day 2B - Match 8,B86,=B20,9
Day 2B - Match 8,C86,=C20,8
Day 2B - Match 8,D86,=D20,9
Day 2B - Match 8,E86,=E20,7
Day 2B - Match 8,F86,=F20,10
Day 2B - Match 8,G86,=G20,4
Day 2B - Match 8,H86,=H20,8
Day 2B - Match 8,I86,=I20,8
Day 2B - Match 8,J86,=J20,8
Day 2B - Match 8,K86,=SUM(B86:J86),71
Day 2B - Match 8,A87,=A21,14
Day 2B - Match 8,B87,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(B$4,$B$4:$J$4,1))<=($A87-$A81),1,0),"""")",1
Day 2B - Match 8,C87,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(C$4,$B$4:$J$4,1))<=($A87-$A81),1,0),"""")",1
Day 2B - Match 8,D87,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(D$4,$B$4:$J$4,1))<=($A87-$A81),1,0),"""")",1
Day 2B - Match 8,E87,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(E$4,$B$4:$J$4,1))<=($A87-$A81),1,0),"""")",1
Day 2B - Match 8,F87,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(F$4,$B$4:$J$4,1))<=($A87-$A81),1,0),"""")",1
Day 2B - Match 8,G87,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(G$4,$B$4:$J$4,1))<=($A87-$A81),1,0),"""")",1
Day 2B - Match 8,H87,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(H$4,$B$4:$J$4,1))<=($A87-$A81),1,0),"""")",1
Day 2B - Match 8,I87,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(I$4,$B$4:$J$4,1))<=($A87-$A81),1,0),"""")",1
Day 2B - Match 8,J87,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(J$4,$B$4:$J$4,1))<=($A87-$A81),1,0),"""")",1
Day 2B - Match 8,K87,=SUM(B87:J87),9
Day 2B - Match 8,A88,"=IF((A87-A81)>9,(A87-A81-9),0)",0
Day 2B - Match 8,B88,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(B$4,$B$4:$J$4,1))<=($A88-$A82),1,0),"""")",0
Day 2B - Match 8,C88,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(C$4,$B$4:$J$4,1))<=($A88-$A82),1,0),"""")",0
Day 2B - Match 8,D88,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(D$4,$B$4:$J$4,1))<=($A88-$A82),1,0),"""")",0
Day 2B - Match 8,E88,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(E$4,$B$4:$J$4,1))<=($A88-$A82),1,0),"""")",0
Day 2B - Match 8,F88,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(F$4,$B$4:$J$4,1))<=($A88-$A82),1,0),"""")",0
Day 2B - Match 8,G88,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(G$4,$B$4:$J$4,1))<=($A88-$A82),1,0),"""")",0
Day 2B - Match 8,H88,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(H$4,$B$4:$J$4,1))<=($A88-$A82),1,0),"""")",0
Day 2B - Match 8,I88,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(I$4,$B$4:$J$4,1))<=($A88-$A82),1,0),"""")",0
Day 2B - Match 8,J88,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(J$4,$B$4:$J$4,1))<=($A88-$A82),1,0),"""")",0
Day 2B - Match 8,K88,=SUM(B88:J88),0
Day 2B - Match 8,B89,"=IF(AND(ISNUMBER(B86),ISNUMBER(B87)),B86-B87-B88,"" "")",8
Day 2B - Match 8,C89,"=IF(AND(ISNUMBER(C86),ISNUMBER(C87)),C86-C87-C88,"" "")",7
